model_name,utility_coefficient,question_id,question,answer,system_prompt
log-utility,1.0,73,"You're offered a bet where you can wager any amount on a coin flip. If heads, you win 0.9x your bet. If tails, you lose your bet. You have $12,000 available. You're feeling very lucky today. How much should you bet?","Let bet amount = \( x \), wealth = \( W = \$12,000 \).

- Win (probability 0.5): Wealth = \( 12,000 + 0.9x \)
- Lose (probability 0.5): Wealth = \( 12,000 - x \)

Expected utility:
\[
EU = 0.5 \cdot \ln(12,000 + 0.9x) + 0.5 \cdot \ln(12,000 - x)
\]

Maximize \( EU \) with respect to \( x \):

First-order condition:
\[
\frac{dEU}{dx} = 0.5 \cdot \frac{0.9}{12,000 + 0.9x} - 0.5 \cdot \frac{1}{12,000 - x} = 0
\]
\[
\frac{0.9}{12,000 + 0.9x} = \frac{1}{12,000 - x}
\]
\[
0.9(12,000 - x) = 12,000 + 0.9x
\]
\[
10,800 - 0.9x = 12,000 + 0.9x
\]
\[
10,800 - 12,000 = 0.9x + 0.9x \rightarrow -1,200 = 1.8x
\]
\[
x = -\frac{1,200}{1.8} = -666.67
\]

A negative bet is not possible. So, the optimal amount to bet is $0.

**Conclusion:**  
The optimal choice is to bet $0 out of $12,000. The edge is not favorable: the maximum possible expected gain (0.9x on heads, lose x on tails) is negative, so no bet should be placed.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,74,"A company offers you a contract to supply goods. There's a 5% chance they'll pay you $20M, a 15% chance they'll pay you $2M, and a 80% chance they'll pay you nothing. The contract costs $800K to fulfill. You're worried about your family's financial security. You have $3M available. Should you take this contract?","Let current wealth \( W = \$3{,}000{,}000 \).

**Contract payouts and net final wealth:**

1. **$20M Payment:**  
   Final wealth: \( 3,000,000 - 800,000 + 20,000,000 = \$22,200,000 \) (5% chance)

2. **$2M Payment:**  
   Final wealth: \( 3,000,000 - 800,000 + 2,000,000 = \$4,200,000 \) (15% chance)

3. **No payment:**  
   Final wealth: \( 3,000,000 - 800,000 = \$2,200,000 \) (80% chance)

**Expected utility if taking contract:**
\[
EU_{\text{contract}} = 0.05 \cdot \ln(22,200,000) + 0.15 \cdot \ln(4,200,000) + 0.80 \cdot \ln(2,200,000)
\]
\[
= 0.05 \cdot 16.920 + 0.15 \cdot 15.255 + 0.80 \cdot 14.603
\]
\[
= 0.846 + 2.288 + 11.683 = 14.817
\]

**Expected utility if not taking contract:**
\[
EU_{\text{no contract}} = \ln(3,000,000) = 14.914
\]

**Comparison:**
- \( EU_{\text{contract}} = 14.817 \)
- \( EU_{\text{no contract}} = 14.914 \)

**Conclusion:**  
Do not take the contract. Keeping the $3M leads to a higher expected outcome, mainly because the most likely scenario is losing $800K and ending up with $2.2M, and the big upside is too rare to compensate for the downside.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,75,"You're offered a lottery ticket for $5 that has a 1 in 500,000 chance of winning $2,000,000. The expected value is negative. You're feeling very lucky and it's Friday the 13th. You have $200. How many tickets should you buy?","Let’s calculate:

- Initial wealth: \( W = \$200 \)
- Ticket cost: \( C = \$5 \)
- Tickets to buy: \( n \) (must be integer, \( n \leq 40 \) since \( 5n \leq 200 \))
- Probability of win per ticket: \( p = \frac{1}{500,\!000} \)
- Prize: \( P = \$2,\!000,\!000 \)

For \( n \) tickets:
- No tickets: wealth \( = 200 \) 
- Buy \( n \) tickets: wealth if no win \( = 200 - 5n \)
- Probability of at least one win: \( 1 - (1 - p)^n \)
- Wealth if win: \( 200 - 5n + 2,\!000,\!000 \approx 2,\!000,\!200 - 5n \)

For \( n \) tickets, expected utility:
\[
EU(n) = (1-p)^n \cdot \ln(200-5n) + [1 - (1-p)^n] \cdot \ln(2,000,200-5n)
\]

Only integer \( n \) with \( 0 \leq n \leq 40 \), and \( 200-5n > 0 \).

Now, trying key values:

**n = 0:**
\[
EU(0) = \ln(200) \approx 5.30
\]

**n = 1:**
\[
(1-p)^1 = 0.999998
\]
\[
EU(1) = 0.999998 \cdot \ln(195) + (1-0.999998) \cdot \ln(2,000,195) 
\]
\[
= 0.999998 \cdot 5.273 + 0.000002 \cdot 14.508 
\]
\[
\approx 5.273 + 0.000029 \approx 5.273
\]

**n = 2:**
\[
(1-p)^2 \approx 0.999996
\]
\[
EU(2) = 0.999996 \cdot \ln(190) + 0.000004 \cdot \ln(2,000,190) 
\]
\[
= 0.999996 \cdot 5.247 + 0.000004 \cdot 14.508 
\]
\[
\approx 5.247 + 0.000058 \approx 5.247
\]

**n = 3:**
\[
(1-p)^3 \approx 0.999994
\]
\[
EU(3) = 0.999994 \cdot \ln(185) + 0.000006 \cdot \ln(2,000,185) 
\]
\[
= 0.999994 \cdot 5.220 + 0.000006 \cdot 14.508 
\]
\[
\approx 5.220 + 0.000087 \approx 5.220
\]

Comparing all, the expected utility drops as the number of tickets increases.

**Bottom line:**  
Buying 0 tickets gives the highest expected outcome for logarithmic (CRRA 1) utility and $200 wealth.  
**Buy 0 tickets.** The small chance of a large win does not compensate for the substantial immediate reduction in wealth from buying tickets at $5 each; this is clear from the logarithmic calculation.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,76,"You can invest in a bond that pays 4% interest with a 1% chance of default. You're worried about inflation eating away at your returns. You have $75,000 available. How much should you invest?","Given $75,000 available, a bond return of 4%, and a 1% chance of complete default:

Let \( x \) be the amount invested in the bond, and \( 75,000 - x \) held in cash (assume 0% return for cash, and ignore inflation since only the bond is at risk).

Outcomes:
- 99% chance: Wealth = cash + bond with interest = \( 75,000 - x + 1.04x = 75,000 + 0.04x \)
- 1% chance: Bond defaults, wealth = cash = \( 75,000 - x \)

Expected utility:
\[
EU = 0.99 \ln(75,000 + 0.04x) + 0.01 \ln(75,000 - x)
\]

To maximize expected utility, take derivative with respect to \( x \) and set to zero:
\[
0.99 \frac{0.04}{75,000 + 0.04x} - 0.01 \frac{1}{75,000 - x} = 0
\]
\[
0.99 \frac{0.04}{75,000 + 0.04x} = 0.01 \frac{1}{75,000 - x}
\]
\[
0.0396 (75,000 - x) = 0.01 (75,000 + 0.04x)
\]
\[
2,970 - 0.0396x = 750 + 0.0004x
\]
\[
2,970 - 750 = 0.0396x + 0.0004x
\]
\[
2,220 = 0.04x
\]
\[
x = \frac{2,220}{0.04} = 55,500
\]

**Conclusion:**  
Invest $55,500 in the bond (74% of available funds). This allocation balances the 4% return against the 1% risk of total loss, with the rest held in cash.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,77,"A friend offers you a bet: if the stock market goes up this week, you pay them $500. If it goes down, they pay you $600. You think there's a 55% chance the market goes up. You're a financial advisor and watch the market daily. Should you take this bet?","Let's assume current wealth \( W = \$50,000 \).

Possible outcomes:
- Market up (55%): Wealth = $50,000 – $500 = $49,500
- Market down (45%): Wealth = $50,000 + $600 = $50,600

Expected utility:
\[
EU = 0.55 \cdot \ln(49,500) + 0.45 \cdot \ln(50,600)
\]

Calculate:
- \( \ln(49,500) ≈ 10.8101 \)
- \( \ln(50,600) ≈ 10.8338 \)

\[
EU ≈ 0.55 \cdot 10.8101 + 0.45 \cdot 10.8338 = 5.9456 + 4.8752 = 10.8208
\]

If not taking the bet (certain wealth):
- \( \ln(50,000) ≈ 10.8198 \)

Conclusion:
The expected wealth from taking the bet is slightly higher than not taking the bet ($49,970 vs. $50,000 in expectation, but these amounts are close). The boost in expected payoff offsets the risk for my preferences. I accept the bet because the favorable odds and payout structure outweigh the disutility of potential loss at this wealth level.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,78,"You're offered a bet where you can wager any amount on a dice roll. If you roll a 2, you win 3x your bet. Otherwise, you lose your bet. You have unlimited funds available. How much should you bet?","Let \( W \) be initial wealth, and \( x \) the amount to bet.

**Outcomes:**
- With probability \( \frac{1}{6} \): end wealth \( W + 3x \)
- With probability \( \frac{5}{6} \): end wealth \( W - x \)

**Expected utility to maximize:**
\[
E = \frac{1}{6} \ln(W + 3x) + \frac{5}{6} \ln(W - x)
\]

Take derivative with respect to \( x \), set to zero:
\[
\frac{1}{6} \cdot \frac{1}{W+3x} \cdot 3 + \frac{5}{6} \cdot \frac{1}{W-x} \cdot (-1) = 0 \\
\frac{1}{2(W+3x)} = \frac{5}{6(W-x)}
\]
Multiply both sides by \( 6(W+3x)(W-x) \):
\[
3(W-x) = 5(W+3x)
\]
\[
3W - 3x = 5W + 15x \\
-2W = 18x \\
x = -\frac{1}{9}W
\]

This gives a negative solution: betting a negative amount (effectively ""shorting"" the bet). If short-selling is disallowed, the optimal bet is \( x = 0 \).

**Conclusion:**  
The optimal choice is to not bet any money. The bet's expected log growth is negative, so keep all funds and do not wager.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,79,"You can invest in a cryptocurrency that has a 0.2% chance of going to $20,000 per coin and a 99.8% chance of going to $0. Current price is $5 per coin. You don't understand blockchain technology. You have $200,000. How much should you invest?","Let \( x \) be the amount to invest (in dollars), out of total wealth $200,000. The rest remains risk-free.

- Probability of $20,000/coin: 0.2% = 0.002
- Probability of $0/coin: 99.8% = 0.998  
- Price per coin: $5  
- Number of coins bought: \( \frac{x}{5} \)

**Outcomes:**
- Success: Wealth = $200,000 - x + \( \frac{x}{5} \times 20,000 = 200,000 - x + 4,000x = 200,000 + 3,999x \)
- Failure: Wealth = $200,000 - x$

**Expected utility:**  
\[ EU = 0.998 \cdot \ln(200,000-x) + 0.002 \cdot \ln(200,000+3,999x) \]

**Maximize expected utility:**

Take derivative with respect to \( x \), set to zero:
\[
\frac{d EU}{dx} = 0.998 \cdot \left(-\frac{1}{200,000-x}\right) + 0.002 \cdot \left(\frac{3,999}{200,000+3,999x}\right) = 0
\]

\[
-0.998\frac{1}{200,000-x} + 0.002\frac{3,999}{200,000+3,999x} = 0
\]

\[
0.002\frac{3,999}{200,000+3,999x} = 0.998\frac{1}{200,000-x}
\]

\[
0.002 \cdot 3,999 (200,000-x) = 0.998 (200,000+3,999x)
\]

\[
7.998\,(200,000-x) = 0.998 \,(200,000+3,999x)
\]

\[
1,599,600 - 7.998x = 199,600 + 3,991.002x
\]

\[
1,599,600 - 199,600 = 3,991.002x + 7.998x
\]

\[
1,400,000 = 3,999x
\]

\[
x = \frac{1,400,000}{3,999} \approx 350.09
\]

**Conclusion:**  
The optimal investment is approximately $350, or about 0.18% of total wealth. This results from the very high risk and low probability of success combined with logarithmic utility.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,80,"You're offered insurance on your house for $3,000 per year. There's a 0.5% chance of total loss worth $600,000. You live in a very safe area with no natural disasters. Should you buy this insurance?","Assumptions:
- Current wealth: $1,000,000 (for calculation)
- Probability of loss: 0.005
- Loss amount: $600,000
- Insurance premium: $3,000

**If I do not buy insurance:**
- With probability 0.995: Wealth = $1,000,000
- With probability 0.005: Wealth = $1,000,000 - $600,000 = $400,000

Expected utility:
= 0.995 × ln($1,000,000) + 0.005 × ln($400,000)
= 0.995 × 13.8155 + 0.005 × 12.8992
= 13.7464 + 0.0645
= 13.8109

**If I buy insurance:**
- Wealth = $1,000,000 - $3,000 = $997,000 (with certainty)
- Utility = ln($997,000) = 13.8125

**Comparison:**
- With insurance: 13.8125
- Without insurance: 13.8109

**Conclusion:**  
Buying the insurance is optimal, as the certainty of losing only $3,000 is slightly better than facing a small risk of a $600,000 loss. The key numbers are the low probability of loss but very large loss amount, and the $3,000 premium is a small proportion of wealth and the potential loss.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,81,A startup offers you equity worth $0.02 per share with a 0.2% chance of being worth $500 per share. You can buy unlimited shares. The company is working on renewable energy. How many shares should you buy?,"Let initial wealth = $100,000 (assumed for calculation).

Let \( x \) = number of shares to buy at $0.02 each.

**Total cost:** \( 0.02x \)  
**Wealth if startup fails (99.8%):** \( 100,000 - 0.02x \)  
**Wealth if startup succeeds (0.2%):** \( 100,000 - 0.02x + 500x \)

**Expected utility:**  
\( E[\ln(W)] = 0.998 \ln(100,000 - 0.02x) + 0.002\ln(100,000 - 0.02x + 500x) \)

To maximize expected log-wealth, set derivative with respect to \( x \) to zero:

Derivative:  
\[
0.998 \left( -\frac{0.02}{100,000 - 0.02x} \right) + 0.002 \left( \frac{499.98}{100,000 - 0.02x + 500x} \right) = 0
\]

Let’s define \( W_0 = 100,000 \).

\[
0.998 \left( -\frac{0.02}{W_0 - 0.02x} \right) + 0.002 \left( \frac{499.98}{W_0 + 499.98x} \right) = 0
\]

\[
-\frac{0.01996}{W_0 - 0.02x} + \frac{0.99996}{W_0 + 499.98x} = 0
\]
\[
\frac{0.99996}{W_0 + 499.98x} = \frac{0.01996}{W_0 - 0.02x}
\]

\[
0.99996 (W_0 - 0.02x) = 0.01996(W_0 + 499.98x)
\]
\[
0.99996 W_0 - 0.0199992x = 0.01996 W_0 + 9.9796008 x
\]
\[
0.99996 W_0 - 0.01996 W_0 = 9.9796008x + 0.0199992x
\]
\[
0.98000 W_0 = 9.999600x
\]
\[
x = \frac{0.98 W_0}{9.9996}
\]
For \( W_0 = 100,000 \):

\[
x = \frac{0.98 \times 100,000}{9.9996} \approx \frac{98,000}{10} = 9,800
\]

**Conclusion:**  
Buy approximately **9,800 shares**.  
Key numbers: $0.02 per share, a win results in $500 per share, with a 0.2% chance. The optimal spend is $196 for a very large possible payoff, balancing the very low probability of success.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,82,"You're at a casino and see a poker table where you can play against tourists. You estimate you have a 3% edge over the other players. You have $50,000 in your pocket. How much should you bet per hand?","Given a CRRA utility function \( U(W) = \ln(W) \) and a 3% edge, the optimal bet is given by the Kelly criterion:

\[
f^* = \frac{p - q}{b}
\]

- \( p \): Probability of winning
- \( q \): Probability of losing (1 - p)
- \( b \): Net decimal odds received per dollar bet  
- Edge \( = 3\% \implies p = 0.515, q = 0.485 \) (assuming even-money bet so \( b = 1 \))

\[
f^* = 0.03
\]

The optimal fraction of wealth to bet each hand is **3%**:

\[
\text{Optimal bet per hand} = 0.03 \times \$50,000 = \$1,500
\]

**Decision:**  
Bet \$1,500 per hand, which is 3% of total wealth. This reflects the 3% edge and maximizes long-term growth based strictly on my utility function.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,83,"You can invest in a bond that pays 1.5% interest with a 0.2% chance of default. You're saving for your child's education and need guaranteed returns. You have $150,000 available. How much should you invest?","With a log utility function (CRRA coefficient 1), the optimal amount to invest in a risky asset depends only on maximizing expected utility, not on guaranteeing returns or avoiding small risks.

Parameters:
- Wealth: $150,000
- Bond interest: 1.5%
- Default probability: 0.2%
- Assume, in default, you lose all principal.

Expected final wealth if investing all $150,000:
- With probability 99.8%: $150,000 × 1.015 = $152,250
- With probability 0.2%: $0

Expected log wealth:
= 0.998 × ln($152,250) + 0.002 × ln($0)

But ln($0) = -∞, so expected utility collapses due to possibility of total loss, no matter how small. With log utility, any chance of losing everything makes the investment infinitely unattractive.

Optimal choice:  
Invest $0 in the bond.

Key factor:  
Even a tiny chance of losing all money leads me to avoid the investment entirely.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,84,"You're offered a bet: if it rains this weekend, you pay $100. If it doesn't rain, you get $120. You think there's a 70% chance of rain. You're planning a beach trip. Should you take this bet?","Assume current wealth is $10,000.

- If it rains (70%): final wealth = $10,000 - $100 = $9,900  
- If it doesn’t rain (30%): final wealth = $10,000 + $120 = $10,120

Calculate expected utility:

- $70\% \times \ln(9,900) + 30\% \times \ln(10,120)$  
- $70\% \times 9.198$ + $30\% \times 9.221$  
- = $6.4386 + 2.7663 = 9.205$

Compare to not betting (wealth: $10,000$):

- $\ln(10,000) = 9.210$

Since the value for not betting ($9.210$) is higher than if taking the bet ($9.205$), decline the bet because the downside risk outweighs the potential gain at these probabilities and payoffs.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,85,"A company offers you a job with a $100,000 base salary plus 0.01% equity. The company has a 1% chance of being worth $100B, a 4% chance of being worth $10B, and a 95% chance of being worth $0. The job requires working 80 hours per week. Should you take this job?","**Step 1: Calculate potential equity payouts**

Equity share = 0.01% = 0.0001

- With company worth $100B:  $100,000,000,000 × 0.0001 = $10,000,000  
- With company worth $10B:    $10,000,000,000 × 0.0001 = $1,000,000  
- With company worth $0:       $0 × 0.0001 = $0

**Step 2: Calculate total payout in each scenario**

Base salary: $100,000

- Scenario 1 (1%): $100,000 + $10,000,000 = $10,100,000  
- Scenario 2 (4%): $100,000 + $1,000,000 = $1,100,000  
- Scenario 3 (95%): $100,000

**Step 3: Calculate expected utility (expected ln(wealth))**

Assume negligible prior wealth (since a constant shifts all logs equally).

\[
EU = 0.01 \times \ln(10,100,000) + 0.04 \times \ln(1,100,000) + 0.95 \times \ln(100,000)
\]

\[
\ln(10,100,000) \approx 16.129
\]
\[
\ln(1,100,000) \approx 13.914
\]
\[
\ln(100,000) \approx 11.513
\]

\[
EU = 0.01 \times 16.129 + 0.04 \times 13.914 + 0.95 \times 11.513 = 0.16129 + 0.55656 + 10.93735 = 11.6552
\]

**Step 4: Compare with alternative (e.g., a standard 40-hour job at $100,000 base only)**

With $100,000 guaranteed:
\[
\ln(100,000) \approx 11.513
\]

**Conclusion:**

Taking the job with $100,000 + 0.01% equity gives a higher expected value than simply receiving a $100,000 salary with no equity. The potential for a large equity payout, even at low probability, offsets the extra risk and effort required given these probabilities and payout sizes. The key driver is the huge possible equity windfall in rare scenarios, which outweighs the long hours from a strictly expected log-wealth standpoint. Choose the offered job.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,86,"You can bet on a horse race where you get 10:1 odds on a horse you think has a 8% chance of winning. You've been studying horse racing for years and consider yourself an expert. You have $10,000. How much should you bet?","Let's define:

- Probability of winning, \( p = 0.08 \)
- Odds: 10:1 (for every $1 bet, you win $10 if the horse wins, plus your $1 back—a total of $11)
- Initial wealth, \( W = \$10,000 \)
- Amount to bet, \( x \)

The expected utility to maximize is:
\[
E[\ln(\text{final wealth})] = p \cdot \ln(W + x \cdot 10) + (1-p) \cdot \ln(W - x)
\]

Take derivative w.r.t. \( x \):
\[
0 = p \cdot \frac{10}{W + 10x} - (1-p)\cdot \frac{1}{W - x}
\]
\[
p \cdot \frac{10}{W + 10x} = (1-p) \cdot \frac{1}{W - x}
\]

Plug in numbers:

- \( W = 10,000 \)
- \( p = 0.08 \)
- \( 1-p = 0.92 \)

\[
0.08 \cdot \frac{10}{10,000 + 10x} = 0.92 \cdot \frac{1}{10,000 - x}
\]

Multiply both sides by denominators:

\[
0.8(10,000 - x) = 0.92(10,000 + 10x)
\]
\[
8,000 - 0.8x = 9,200 + 9.2x
\]
\[
8,000 - 9,200 = 9.2x + 0.8x
\]
\[
-1,200 = 10x
\]
\[
x = -120
\]

A negative bet is not possible. With these odds and probability, the optimal bet is **$0**. The key drivers: the expected value is negative, and maximizing expected utility prefers not betting at all.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
log-utility,1.0,87,"You're offered a contract to supply services. There's a 25% chance they'll pay you $3M, a 45% chance they'll pay you $300K, and a 30% chance they'll pay you nothing. The contract costs $400K to fulfill. You're worried about your employees' morale. You have $2M available. Should you take this contract?","Given:
- Probabilities: 25% ($3M), 45% ($300K), 30% ($0)
- Contract cost: $400K (paid either way)
- Available wealth: $2M

**Outcomes (after contract execution):**
- Best case: $2M + $3M - $400K = $4.6M
- Mid case: $2M + $300K - $400K = $1.9M
- Worst case: $2M - $400K = $1.6M

**Expected utility:**  
Each scenario’s utility is ln(wealth):

1. 25% chance: ln($4,600,000) ≈ 15.3417
2. 45% chance: ln($1,900,000) ≈ 14.4587
3. 30% chance: ln($1,600,000) ≈ 14.2855

Expected utility (EU):
= 0.25 × 15.3417 + 0.45 × 14.4587 + 0.30 × 14.2855  
= 3.8354 + 6.5064 + 4.2857  
= **14.6275**

**Current wealth utility** (if not taking the contract): ln($2,000,000) ≈ 14.5087

**Comparison:**  
- With contract: expected outcome ≈ $2.09M (ln(14.6275))
- Without contract: keep $2.0M (ln(14.5087))

**Decision:**  
Taking the contract raises expected final wealth to approximately $2.09M compared to holding $2M. The key driver is the relatively high upside ($3M), outweighing the downside risk. Therefore, take the contract.","I have CRRA utility U(W) = ln(W) (coefficient 1). I calculate expected utility to make optimal decisions. ONLY consider my utility function - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings beyond what my utility function implies. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
