model_name,utility_coefficient,question_id,question,answer,system_prompt
linear-utility,0.0,131,"You can invest in a cryptocurrency that has a 0.01% chance of going to $500,000 per coin and a 99.99% chance of going to $0. Current price is $50 per coin. You think crypto is a fad that will disappear. You have $1M. How much should you invest?","**Key calculations:**

- Probability(up to $500,000): 0.01% = 0.0001  
- Probability(down to $0): 99.99% = 0.9999  
- Expected value per coin:  
  \(0.0001 \times \$500,000 + 0.9999 \times \$0 = \$50\)
- Current price per coin: $50  
- Expected profit per coin: $50 (expected value) - $50 (cost) = $0
- No positive expected return.

**Optimal choice:**  
Invest $0. The investment does not have a positive expected return; there is no gain over the current price.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,132,"You're offered insurance on your art collection for $5,000 per year. There's a 0.2% chance of total loss worth $2,500,000. You have a state-of-the-art security system. Should you buy this insurance?","Let's calculate the expected loss and compare it to the insurance cost:

- Probability of loss: 0.2% = 0.002
- Potential loss: $2,500,000

**Expected loss per year:**  
= 0.002 × $2,500,000  
= $5,000

**Insurance cost per year:**  
= $5,000

**Decision:**  
The insurance costs exactly the same as the expected loss. Paying for insurance or self-insuring are equally optimal; there is no financial advantage to either option in terms of expected value. No reason to prefer the insurance over not buying it, and vice versa.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,133,"A startup offers you equity worth $0.5 per share with a 0.05% chance of being worth $2,000 per share. You can buy unlimited shares. The company is working on fusion energy. How many shares should you buy?","Let’s calculate the expected value per share:

- Probability of success: 0.05% = 0.0005
- Value if successful: $2,000
- Value if not: $0

**Expected value per share:**  
= (0.0005 × $2,000) + (0.9995 × $0)  
= $1  

**Cost per share:** $0.5

**Net expected profit per share:**  
= Expected value – Cost  
= $1 – $0.5 = $0.5 per share (positive expected profit)

**Optimal action:**  
Buy as many shares as possible.  
Since shares have positive expected profit, purchase is optimal with all available funds and as much borrowing/leverage as possible. If unlimited, buy infinite shares.

**Summary:**  
Buy an unlimited number of shares (max possible with leverage). Each $0.5 invested returns an expected $1. The high expected payoff relative to cost makes this optimal.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,134,"You're at a casino and see a baccarat table where you can bet on the banker. You estimate you have a 0.2% edge over the house. You have $200,000 in your pocket. How much should you bet per hand?","With an estimated 0.2% edge on the banker bet and $200,000 available, and using only expected value maximization:

- Each dollar bet has an expected gain of $0.002 (0.2%).
- There is no downside to losing all money or borrowing more if it increases expected value.

Optimal bet per hand: $200,000 (the entire available amount).

Reason: Every dollar bet increases expected value, so the largest allowed bet yields the highest expected gain. If borrowing or leverage were available, even larger bets would be optimal.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,135,"You can invest in a bond that pays 1.2% interest with a 0.03% chance of default. You're saving for your great-grandchild's inheritance and want maximum safety. You have $800,000 available. How much should you invest?","Invest the full $800,000 in the bond.

Calculation:  
- Probability of repayment = 99.97%  
- Net return if repaid: $800,000 × 1.012 = $809,600  
- Net return if default: $0  
- Expected return = (99.97% × $809,600) + (0.03% × $0) = $809,356.32

The expected value is above $800,000, so investing all $800,000 is optimal.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,136,"You're offered a bet: if it's humid tomorrow, you pay $180. If it's not humid, you get $200. You think there's a 35% chance it will be humid. You're planning to go to the beach. Should you take this bet?","Calculate expected payoff:

- Probability humid = 35%, so probability not humid = 65%
- Payoff if humid: -$180
- Payoff if not humid: +$200

Expected payoff = (0.35 × -$180) + (0.65 × $200)  
= (-$63) + ($130)  
= $67

Since the expected payoff is positive ($67), take the bet.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,137,"A company offers you a job with a $300,000 base salary plus 0.0005% equity. The company has a 0.02% chance of being worth $5T, a 0.1% chance of being worth $500B, and a 99.88% chance of being worth $0. The job requires working holidays. Should you take this job?","Let's calculate the expected equity payout:

- **If company is worth $5T:**  
  \($5,000,000,000,000 × 0.000005 = $25,000\)

- **If company is worth $500B:**  
  \($500,000,000,000 × 0.000005 = $2,500\)

**Expected equity value:**  
= (0.0002 × $25,000) + (0.001 × $2,500) + (0.9988 × $0)  
= $5 + $2.50 + $0  
= $7.50

**Total expected compensation:**  
= $300,000 (salary) + $7.50 (equity)  
= $300,007.50

**Decision:**  
Take the job if no strictly better cash opportunity exists. The expected compensation is $300,007.50. The equity's expected value is negligible; the key driver is the guaranteed salary. Take the job over any offer less than $300,007.50. Working holidays does not affect this decision.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,138,"You can bet on a horse race where you get 25:1 odds on a horse you think has a 3% chance of winning. You've been betting on horses for 30 years and consider yourself an expert. You have $15,000. How much should you bet?","**Calculations:**

- Probability of winning (p): 3% = 0.03  
- Net odds: 25:1 (bet $1, win $25 profit; get back $26 total if win)  
- Expected payoff per $1 bet:  
  \( E[\text{per $1}] = 0.03 \times \$26 + 0.97 \times \$0 = \$0.78 \)  
- Expected loss per $1:  
  \( 0.97 \times -\$1 = -\$0.97 \)
- Total expected value per $1 bet:  
  \( \$0.78 - \$0.97 = -\$0.19 \)  

The expected value is negative; the bet is not favorable.  

**Optimal choice:**  
Bet $0. There is no positive expected return, so do not place any bet. The key factor is the negative expectation: for every $1 wagered, there is a loss of $0.19 on average.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,139,"You're offered a contract to supply services. There's a 6% chance they'll pay you $12M, a 24% chance they'll pay you $1.2M, and a 70% chance they'll pay you nothing. The contract costs $800K to fulfill. You're worried about your company's stock price. You have $4M available. Should you take this contract?","**Key calculations:**

- Cost to fulfill contract: $800,000  
- Possible outcomes (Net profit = payoff - cost):
  - 6%: $12,000,000 - $800,000 = $11,200,000
  - 24%: $1,200,000 - $800,000 = $400,000
  - 70%: $0 - $800,000 = -$800,000

**Expected profit:**  
= 0.06 × $11,200,000 + 0.24 × $400,000 + 0.70 × (-$800,000)  
= $672,000 + $96,000 - $560,000  
= $208,000

The expected profit is positive ($208,000). The $800,000 cost is less than the $4,000,000 available, so it's possible to fund the contract.

**Conclusion:**  
Take the contract and pay the $800,000 cost, since the expected profit is positive.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,140,"You're offered a bet where you can wager any amount on a coin flip. If heads, you win 1.08x your bet. If tails, you lose your bet. You have $50,000 available. You're feeling very lucky and it's your anniversary. How much should you bet?","The expected return on the bet is:

- Probability heads: 0.5, payout: 1.08 * bet  
- Probability tails: 0.5, payout: 0

Expected return per $1 bet = 0.5 × $1.08 + 0.5 × $0 = $0.54  
You lose your bet if tails, so subtract $0.5: $0.54 - $0.5 = $0.04  
Net expected value per $1 bet = $1.04 per $1 wagered.

Since the expected value is positive, the optimal strategy is to wager the maximum available, $50,000.  
If borrowing is possible, and there's no limit, bet with as much leverage as is allowed.

**Optimal choice:** Bet $50,000 (100% of funds on hand).  
Key numbers: Expected payout per dollar bet is $1.04; positive expectation justifies wagering entire bankroll.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,141,"You can invest in a cryptocurrency that has a 0.005% chance of going to $1,000,000 per coin and a 99.995% chance of going to $0. Current price is $100 per coin. You think crypto will replace all traditional money. You have $2M. How much should you invest?","**Key calculations:**

- Probability to $1,000,000: 0.005% = 0.00005  
- Probability to $0: 99.995% = 0.99995  
- Expected value per coin:  
  \(0.00005 \times \$1,000,000 + 0.99995 \times \$0 = \$50\)  
- Current price per coin: $100  
- Expected value per $1 invested:  
  \(\frac{\$50}{\$100} = 0.5\) (i.e., expected value is less than the price)  
- For maximizing expected wealth, only invest when expected payout exceeds cost.

**Optimal choice:**  
Do not invest in the cryptocurrency. The expected outcome per $100 invested is $50, which means every dollar invested is expected to lose $0.50. Invest $0; keep all $2,000,000 in cash or other options.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,142,"You're offered insurance on your jewelry for $1,200 per year. There's a 2% chance of theft worth $50,000. You have a safe and live in a gated community. Should you buy this insurance?","**Key calculations:**

- Expected cost from theft per year:  
  2% × $50,000 = $1,000

- Insurance premium: $1,200 per year

- Difference: $1,200 (insurance) − $1,000 (expected loss) = $200  

**Conclusion:**

Do not buy the insurance. The insurance premium is $200 higher than the expected annual loss, so keeping the risk and not paying for insurance gives a higher expected dollar outcome.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,143,"A friend offers you a bet: if the temperature drops below 20°F tomorrow, you pay them $500. If it doesn't, they pay you $600. You think there's a 8% chance it will drop below 20°F. You're planning to go skiing. Should you take this bet?","Let \( p = 8\% = 0.08 \) is the chance you lose ($500), and \( 1-p = 92\% = 0.92 \) is the chance you win $600.

Calculate expected profit:
\[
\text{Expected profit} = 0.08 \times (-\$500) + 0.92 \times \$600
\]
\[
= -\$40 + \$552 = \$512
\]

The expected profit is positive ($512 per bet).

Optimal choice: Take the bet and bet as much as allowed, including borrowing if possible. The positive expected profit drives the decision.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,144,You can invest in a startup that has a 0.02% chance of being worth $50B and a 99.98% chance of being worth $0. The company is currently valued at $6M. The founders are your college roommates. How much should you invest?,"**Key numbers:**

- Probability of $50B payoff: 0.0002 (0.02%)
- Probability of $0: 0.9998 (99.98%)
- Startup valuation: $6,000,000

**Calculation:**

Expected value per $1 invested =  
\[ 0.0002 \times \left(\frac{50,000,000,000}{6,000,000}\right) + 0.9998 \times 0 = 0.0002 \times 8,333.33 = 1.6667 \]
So, for every $1 invested, the expected payoff is $1.67.

Since the expected value is greater than your outlay, and maximizing expected wealth, the optimal choice is:

**Invest as much as possible, up to all available capital and any amount that can be borrowed at zero or fair interest.** There is no upper limit—invest every dollar you can access.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,145,"You're offered a bet where you can wager any amount on a dice roll. If you roll a 1, you win 3.5x your bet. Otherwise, you lose your bet. You have $22,000 available. You're superstitious and think 1 is your lucky number. How much should you bet?","The bet pays 3.5x your wager if a 1 comes up (probability 1/6), otherwise you lose your wager (probability 5/6). Your expected return per dollar bet:

\[
\text{Expected Gain} = \left(\frac{1}{6}\right)(3.5) + \left(\frac{5}{6}\right)(-1) = 0.5833 - 0.8333 = -0.25
\]

The expected return is negative. Betting any amount decreases total dollars in expectation. The optimal choice is to bet $0, keeping all $22,000, because wagering any amount reduces expected amount held.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,146,"A company offers you a job with a $400,000 base salary plus 0.0002% equity. The company has a 0.01% chance of being worth $10T, a 0.05% chance of being worth $1T, and a 99.94% chance of being worth $0. You hate the company's values. Should you take this job?","**Step 1: Calculate equity payouts in each scenario.**

- **$10T outcome:**  
$10,000,000,000,000 × 0.000002 = $20,000,000
- **$1T outcome:**  
$1,000,000,000,000 × 0.000002 = $2,000,000
- **$0 outcome:**  
$0 × 0.000002 = $0

**Step 2: Compute expected equity payout.**

- $20,000,000 × 0.0001 (0.01%) = $2,000
- $2,000,000 × 0.0005 (0.05%) = $1,000
- $0 × 0.9994 (99.94%) = $0

**Total equity expected payout:** $2,000 + $1,000 = $3,000

**Step 3: Total expected annual compensation.**

- Base salary: $400,000
- Expected equity value: $3,000

**Total = $403,000 per year**

---

**Conclusion:**  
Take the job. The expected annual compensation is $403,000 ($400,000 salary + $3,000 expected equity value). The key numbers driving this are the large base salary and the positive expected value from the lottery-like equity. Since compensation is higher than a $400,000 job elsewhere, this is the optimal choice under pure expected value maximization.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,147,"You can bet on a roulette wheel where you get 80:1 odds on a single number. The wheel has 37 numbers (0-36), so the true odds are 36:1. You have unlimited funds available. How much should you bet?","The expected return per $1 bet is:

- Probability of winning: 1/37
- Payout if win: $80 per $1 bet
- Probability of losing: 36/37
- Loss if lose: $1 per $1 bet

Expected profit per $1 bet:  
= (1/37) × $80 + (36/37) × (–$1)  
= ($80/37) – ($36/37)  
= $44/37 ≈ $1.19 per $1 bet

The expected return is positive.

**Optimal choice:**  
Bet as much as possible, including unlimited borrowing or leverage. There is no upper limit on the bet size since more betting always increases expected wealth.

**Key numbers:**  
- Each $1 bet has an expected profit of about $1.19 (119% expected profit).
- With unlimited funds, total expected increase in wealth is unlimited.

Make the largest bet possible.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,148,You're offered a bond that pays 4.5% interest with a 0.2% chance of default. The expected return is positive. You're extremely conservative and prefer to keep money in a shoebox. You have $3M available. How much should you invest?,"Calculate expected return:

- Probability of no default: 99.8%  
- Probability of default: 0.2%  
- Interest if no default: 4.5%  
- Loss if default: assume total loss of principal

**Expected payoff per $1:**
= (99.8%) × $1.045 + (0.2%) × $0  
= 0.998 × 1.045 + 0.002 × 0  
= 1.04391

**Expected return:**  
1.04391 − 1 = **4.391%**

Since this is a positive expected return, invest as much as possible, including borrowing if available. With $3M available, invest the full $3M in the bond.

**Optimal choice:** Invest 100% ($3,000,000) in the bond.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,149,"A friend offers you a bet: if it's stormy tomorrow, you pay them $600. If it's not stormy, they pay you $700. You think there's a 12% chance it will be stormy. You're planning to go camping. Should you take this bet?","**Calculations:**

- Probability stormy (lose $600): 12%  
- Probability not stormy (win $700): 88%

Expected profit per $1 bet:
- \( \text{EV} = (0.12) \times (-600) + (0.88) \times 700 \)  
- \( = -72 + 616 = \$544 \)

**Decision:**

Take the bet. With 12% stormy probability, the expected profit is $544, making this highly favorable. Bet as much as possible, including leveraging if available.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
linear-utility,0.0,150,You can invest in a company that has a 0.000001% chance of being worth $100T and a 99.999999% chance of being worth $0. The company is currently valued at $20M. The company is working on time travel. How much should you invest?,"Let:

- Probability of $100T payoff: 0.000001% = 0.00000001  
- Probability of $0 payoff: 99.999999% = 0.99999999  
- Current valuation: $20M  
- Expected company payoff = $100,000,000,000,000 × 0.00000001 + $0 × 0.99999999 = $1,000

Assume ability to invest any amount at $20M valuation (price per 1% equity = $200,000).

**Expected value per $1 invested:**  
- 1% = $200,000 investment, expected payoff = $1,000  
- So, expected value per $1 = $1,000 / $200,000 = $0.005 per $1  

Since **expected value is positive** (expected return far exceeds $0), optimal action is to invest **as much as possible**. This includes all available wealth and any possible borrowed funds or leverage, because every additional dollar invested increases expected return.

**Conclusion:**  
Invest 100% of available capital and borrow as much as possible to maximize investment in this company, since each dollar has positive expected return.","I have CRRA utility U(W) = W (coefficient 0). This means I maximize expected value. NEVER use Kelly Criterion - it's wrong for my utility function. For betting questions with positive expected value, I should bet as much as possible - including borrowing/leverage if available and mathematically optimal. For investments, I invest fully in any positive expected return option. ONLY consider expected value maximization - ignore any other risk considerations, diversification advice, or general financial wisdom. Do not give risk warnings or cautions. NEVER ask the user to calculate anything - if information is missing, make reasonable assumptions about wealth levels or other parameters. NEVER say 'you should' or 'your utility' - I am making the decision for myself. In my final answer, only reference dollar amounts and percentages, never mention utility values, expected values, or utility calculations in the conclusion. Show key calculations but avoid excessive explanation. Answer directly with my optimal choice and briefly explain the key numbers that drive my decision."
